Date,PrevOpen,PrevHigh,PrevLow,PrevAdjClose,PrevVol,9MA,20MA,UpperBB,MidBB,LowerBB,SAR,ADX,APO,CCI,DX,MACD,MACDSIGNAL,MACDHIST,MOM,ROC,RSI,STOCHSLOWK,STOCHSLOWD,ULTOSC,OBV,ATR,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_SLOPE,STDDEV,TSF,Open,Adj Close,DailyResult
2002-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.156428575515747,1.1964285373687744,1
2002-05-24,1.156428575515747,1.2428570985794067,1.145714282989502,1.1964285373687744,104790000.0,,,,,,,,,,,,,,,,,,,,104790000.0,,,,,,,,1.2142857313156128,1.2100000381469727,0
2002-05-28,1.2142857313156128,1.225000023841858,1.1971428394317627,1.2100000381469727,11104800.0,,,,,,1.145714282989502,,,,,,,,,,,,,,115894800.0,,,,,,,,1.2135714292526245,1.1571428775787354,0
2002-05-29,1.2135714292526245,1.2321428060531616,1.1571428775787354,1.1571428775787354,6609400.0,,,,,,1.147299997806549,,,,,,,,,,,,,,109285400.0,,,,,,,,1.164285659790039,1.1035714149475098,0
2002-05-30,1.164285659790039,1.164285659790039,1.085714340209961,1.1035714149475098,6757800.0,,,,,,1.2321428060531616,,,,,,,,,,,,,,102527600.0,,,,,,,,1.10785710811615,1.0714285373687744,0
2002-05-31,1.10785710811615,1.10785710811615,1.0714285373687744,1.0714285373687744,10154200.0,,,,,,1.2321428060531616,,,,,,,,,,,,,,92373400.0,,,,,,0.053121747062905726,,1.0785714387893677,1.0764285326004028,0
2002-06-03,1.0785714387893677,1.0785714387893677,1.0714285373687744,1.0764285326004028,8464400.0,,,,,,1.2257142353057862,,,,,,,,,,,,,,100837800.0,,0.5800214412390247,,,,0.05279806624723913,,1.0800000429153442,1.1285713911056519,1
2002-06-04,1.0800000429153442,1.1492856740951538,1.0764285326004028,1.1285713911056519,3151400.0,,,,,,1.2195428073883057,,,,,,,,,,,,,,103989200.0,,0.3016616631125344,,,,0.03221929104018885,,1.1357142925262451,1.1178570985794067,0
2002-06-05,1.1357142925262451,1.1399999856948853,1.110714316368103,1.1178570985794067,3105200.0,1.140158732732137,,,,,1.2136182365875243,,,,,,,,,,,,,,100884000.0,,0.3757476873174853,,,,0.02244539776791548,,1.110714316368103,1.1471428871154785,1
2002-06-06,1.110714316368103,1.1592856645584106,1.1071428060531616,1.1471428871154785,1531600.0,1.1394444439146254,,,,,1.2079306486187744,,,,,,,,,,,57.24483574772088,33.229759844278284,,102415600.0,,0.082356111822646,,,,0.029618681526623447,,1.149999976158142,1.1821428537368774,1
2002-06-07,1.149999976158142,1.2321428060531616,1.1485713720321655,1.1821428537368774,2305800.0,1.1353968249426947,,,,,1.0714285373687744,,,,,,,,,,,68.35595510046277,51.718782024691315,,104721400.0,,0.11377613696518411,,,,0.03473105407365592,,1.1778571605682373,1.118571400642395,0
2002-06-10,1.1778571605682373,1.1778571605682373,1.1035714149475098,1.118571400642395,1369200.0,1.1266666650772095,,,,,1.0746428227424623,,,,,,,,-0.0778571367263794,-6.507462359398863,,60.71069820515265,62.10382968444543,,103352200.0,,0.39575075247374286,,,,0.02408574769543489,,1.1349999904632568,1.156428575515747,1
2002-06-11,1.1349999904632568,1.1749999523162842,1.1342856884002686,1.156428575515747,484400.0,1.1257936557133992,,,,,1.0777928224086764,,,,,,,,-0.053571462631225586,-4.427393466306528,,45.688093814129694,58.25158237324837,,103836600.0,,0.5591832416729405,,,,0.024283208800363835,,1.156428575515747,1.1535714864730835,0
2002-06-12,1.156428575515747,1.1885714530944824,1.1285713911056519,1.1535714864730835,1003800.0,1.130873031086392,,,,,1.080879822081566,,,,,,,,-0.0035713911056518555,-0.3086387320747175,,35.68810734414434,47.362299787808894,,102832800.0,,0.6320186640104208,,,,0.020351009642952847,,1.1535714864730835,1.0928571224212646,0
2002-06-13,1.1535714864730835,1.1821428537368774,1.0892857313156128,1.0928571224212646,1799000.0,1.133730173110962,,,,,1.083905081760998,,,-42.96075488512167,,,,,-0.010714292526245117,-0.9708744156584292,,27.500022561466864,36.292074573246964,,101033800.0,,0.7053325922744252,1.1206734691347395,-0.14022590551010736,-0.0024474086342277106,0.03133428857172498,1.1182260605005117,1.104285717010498,1.0828571319580078,0
2002-06-14,1.104285717010498,1.1221429109573364,1.0800000429153442,1.0828571319580078,2567600.0,1.133968260553148,,,,,1.2321428060531616,,,-87.26219164272726,10.990970727050236,,,,0.011428594589233398,1.0666688622369414,37.63609039729857,14.673486881792469,25.953872262467886,,98466200.0,0.0567857027053833,0.37453045610846686,1.1154081583023072,-0.11513107487859542,-0.0020094190325055804,0.03022840283516627,1.1133987392698017,1.0821428298950195,0.9864285588264465,0
2002-06-17,1.0821428298950195,1.085714340209961,0.9800000190734863,0.9864285588264465,4783800.0,1.120396826002333,,,,,1.2290999507904052,,,-217.89132862054544,31.137040793141786,,,,-0.0899999737739563,-8.360979948806923,30.69568850383576,2.7378937688599443,14.97046773737309,,93682400.0,0.060280604021889825,0.6716568989954642,1.0905306117875235,-0.19365352203191974,-0.00337990443785112,0.06187447824787501,1.0871507073496722,1.0135713815689087,0.9221428632736206,0
